id_videojuego,desc_videojuego,Fecha
6127,Time and Eternity,2012
6128,Gundam Assault Survive,2010
6129,Fate/Stay Night [RÃ©alta Nua],2007
6130,Disney's Home on the Range,2004
6131,Sid Meier's Civilization IV,2005
6132,Space Griffon VF-9,1995
6133,Family Feud Decades,2010
6134,NBA Live 16,2015
6135,Solitaire Overload Plus,2010
6136,.hack//G.U. Vol.1//Rebirth,2006
6137,Gyakuten Saiban 3,2004
6138,Tak: Mojo Mistake,2008
6139,Gallop Racer 2001,2001
6140,Nightmare Creatures II,2000
6141,Marble Saga: Kororinpa,2009
6142,Fuzion Frenzy 2,2007
6143,Catwoman,2004
6144,Country Dance: All Stars,2012
6145,Garfield: Lasagna World Tour,2007
6146,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,2004
6147,Bomberman Land,2007
6148,Bomberman B-Daman,1996
6149,Terminator 3: The Redemption,2004
6150,Beat Down: Fists of Vengeance,2005
6151,Reloaded,1996
6152,Sword of the Samurai,N/A
6153,MotoGP 15,2015
6154,James Bond 007: Everything or Nothing,2003
6155,Naruto Shippuden: Ultimate Ninja 5,2007
6156,Shrek Extra Large,2002
6157,Final Fantasy V,1998
6158,World Tour Soccer 2006,2004
6159,Gunvalkyrie,2002
6160,NickToons: Racing,2001
6161,VR Golf '97,1996
6162,Michael Jackson: The Experience 3D,2011
6163,State of Emergency,2003
6164,Digimon Story: Cyber Sleuth,2015
6165,Off-World Interceptor Extreme,1995
6166,Disney Golf,2002
6167,Custom Robo Arena,2006
6168,Clock Tower II: The Struggle Within,1998
6169,Batman Beyond: Return of the Joker,2000
6170,Mega Man Network Transmission,2003
6171,I'm A Celebrity: Get Me Out of Here!,2009
6172,Pursuit Force,2005
6173,Densetsu no Stafi 4,2006
6174,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),2008
6175,Naval Assault: The Killing Tide,2010
6176,Tokimeki Memorial: Private Collection,1996
6177,RC Revenge Pro,2000
6178,Valkyria Chronicles,2016
6179,Hellboy: The Science of Evil,2008
6180,Zoo Keeper,2004
6181,Toukiden Kiwami,2015
6182,Far East of Eden II: Manji Maru,2003
6183,Lost Kingdoms,2002
6184,WRC 2: FIA World Rally Championship,2011
6185,Blood Bowl,2009
6186,Matchbox Cross Town Heroes,2002
6187,Wolfenstein 3D,2002
6188,Nobunaga no Yabou: Tenshoki,1996
6189,Learning to Spell,2010
6190,"Go, Diego, Go! Safari Rescue",2007
6191,Super Power League,1993
6192,Easy Piano,2009
6193,Dragon Quest X,2014
6194,Sumikko Gurashi: Koko ga Ochitsukundesu,2014
6195,NASCAR '15,2015
6196,TransFormers Animated: The Game,2008
6197,Sega Superstars,2004
6198,Mousetrap / Operation / Simon,2005
6199,Klonoa,2008
6200,Splatterhouse,N/A
6201,Spyro: Shadow Legacy,2005
6202,Resident Evil,1997
6203,Wildstar,2014
6204,Dragon Ball: Fusions,2016
6205,TOEIC Test Training DS,2007
6206,Jikkyou Powerful Pro Yakyuu 2014,2014
6207,Itoi Shigesato no Bass Tsuri No. 1,1997
6208,Cubivore: Survival of the Fittest,2002
6209,The Sims 3: Seasons,2012
6210,Project X Zone 2: Brave New World,2015
6211,Mr. Do!'s Castle,1983
6212,Death Trap,1982
6213,Armor Ambush,1981
6214,Parodius,1995
6215,Hyperdimension Neptunia Victory,2012
6216,Taz Wanted,2002
6217,Mobile Suit Gundam: Extreme VS Force,2015
6218,Sid Meier's Pirates!,2010
6219,Phantasy Star Online 2,2013
6220,Vehicular Combat League presents Motor Mayhem,2001
6221,PoPoLoCrois: Hajimari no Bouken,2002
6222,Star Wars: Super Bombad Racing,2001
6223,Hamster Heroes,2008
6224,Ar Nosurge: Ode to an Unborn Star,2014
6225,Leisure Suit Larry: Box Office Bust,2009
6226,Alien Resurrection,2000
6227,World Tour Soccer 2005,2004
6228,Dungeon Siege: Throne of Agony,2006
6229,Spider-Man: Web of Shadows - Amazing Allies Edition,2008
6230,Gunslingers,2010
6231,Lufia: Curse of the Sinistrals,2010
6232,ESPN College Hoops,2003
6233,Thor: God of Thunder,2011
6234,F1 Championship Season 2000,2000
6235,Guilty Gear Judgment,2006
6236,Pen 1 Grand Prix: Penguin no Mondai Special,2009
6237,Around the World in 80 Days,2010
6238,True Swing Golf,2005
6239,Zapper: One Wicked Cricket!,2002
6240,Bomberman Land,2000
6241,Paws & Claws: Pet Resort,2006
6242,Kya: Dark Lineage,2003
6243,Dynasty Warriors 8: Xtreme Legends,2013
6244,Curious George,2006
6245,Medieval Games,2009
6246,Stronghold 3,2011
6247,Kid Adventures: Sky Captain,2010
6248,Lethal Skies II,2003
6249,Doctor Lautrec and the Forgotten Knights,2011
6250,Disney's American Dragon Jake Long: Attack of the Dark Dragon,2006
6251,Godzilla Unleashed,2007
6252,Kamaitachi no Yoru Ã— 3,2006
6253,Tom and Jerry: Infurnal Escape,2003
6254,The Legend of Heroes VII: The Trail of Zero,2010
6255,King's Field,1995
6256,Hannah Montana: Rock Out the Show,2009
6257,Let's Ride: Sunshine Stables,2005
6258,World Stadium 4,2000
6259,San Goku Shi Taisen DS,2007
6260,Kawa no Nushi Tsuri,1998
6261,N2O: Nitrous Oxide,1998
6262,Magic: The Gathering - Battlegrounds,2003
6263,Heroes over Europe,2009
6264,Bladestorm: Nightmare,2015
6265,Otogirisou,1992
6266,SD Gundam G Generation 3D,2011
6267,Grease Dance,2011
6268,Ready 2 Rumble Revolution,2009
6269,My Baby 3 & Friends,2010
6270,NASCAR '14,2014
6271,Midway Arcade Treasures 3,2005
6272,Dr. Muto,2002
6273,Puzzle Quest: Galactrix,2009
6274,DS Rakubiki Jiten,2005
6275,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005
6276,Fatal Frame II: Crimson Butterfly,2003
6277,Dewy's Adventure,2007
6278,Shadow Man: 2econd Coming,2002
6279,Yu-Gi-Oh! 5D's Tag Force 6,2011
6280,Wakeboarding Unleashed Featuring Shaun Murray,2003
6281,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,1997
6282,Alone in the Dark: The New Nightmare,N/A
6283,Flushed Away,2006
6284,Eragon,2006
6285,Scarface: Money. Power. Respect.,2006
6286,Summon Night EX-Thesis: Yoake no Tsubasa,2005
6287,Pro Yaky? Spirits 3,2006
6288,Silent Scope 3,2002
6289,World Series of Poker: Tournament of Champions 2007 Edition,2006
6290,NASCAR Heat 2002,2002
6291,Namco Classic Fighter Collection,2008
6292,International Superstar Soccer Deluxe,1995
6293,Intellivision Lives!,2003
6294,Field Commander,2006
6295,Little League World Series Baseball 2009,2009
6296,The King of Fighters XII,2009
6297,Doctor Who: Evacuation Earth,2010
6298,Ener-G: Dance Squad,2008
6299,Our House,2009
6300,SimEarth: The Living Planet,1991
6301,Sengoku Basara: Chronicle Heroes,2011
6302,The Wild Thornberrys: Chimp Chase,2001
6303,Power Stakes,1997
6304,Fighters Destiny,1998
6305,Asteroids Hyper 64,1999
6306,Jikkyou Powerful Pro Yakyuu Basic-han 2001,2001
6307,Tom and Jerry in Fists of Furry,2000
6308,Hydro Thunder,2000
6309,Space Invaders,1999
6310,Starcraft 64,2000
6311,Destruction Derby 64,1999
6312,Buck Bumble,1998
6313,California Speed,1999
6314,Wonder Project J2: Koruro no Mori no Josette,1996
6315,Culdcept SAGA,2006
6316,Take A Break's: Puzzle Master,2009
6317,Dragon Ball: Origins 2,2010
6318,Minna no DS Seminar: Kanpeki Kanji Ryoku,2006
6319,Innocent Life: A Futuristic Harvest Moon,2006
6320,Macross Ace Frontier,2008
6321,Black & Bruised,2003
6322,Sherlock Holmes vs. Jack the Ripper,2009
6323,.hack//G.U. Vol.2//Reminisce (jp sales),2006
6324,Blitz: The League,2006
6325,Scripps Spelling Bee,2010
6326,Ener-G Horse Riders,2008
6327,Time Hollow,2008
6328,Rudolph the Red-Nosed Reindeer,2010
6329,Shinobido 2: Tales of the Ninja,2011
6330,SpongeBob's Truth or Square,2009
6331,Ghost in the Shell: Stand Alone Complex,2004
6332,Rondo of Swords (US sales),2007
6333,Battle Soccer: Field no Hasha,1992
6334,Vegas Party,N/A
6335,Amped 3,2005
6336,Family Party: 30 Great Games Outdoor Fun,2009
6337,FlatOut 2,2006
6338,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006
6339,FIFA Soccer 96,1995
6340,Burger Island,2008
6341,Just Dance: Disney Party,2012
6342,J-League Jikkyou Winning Eleven 2000,2000
6343,Eve: The Lost One,1998
6344,Chessmaster: The Art of Learning,2007
6345,Yu-Gi-Oh! 5D's: Duel Transer,2010
6346,Konami Krazy Racers,2001
6347,Saturday Night Slam Masters,1994
6348,Blitz: The League II,2008
6349,F-Zero: GP Legend,2003
6350,Racing Lagoon,1999
6351,Victorious: Hollywood Arts Debut,2011
6352,Mr. Driller 2,2001
6353,Just Sing!,2009
6354,Dragon's Lair Trilogy,2010
6355,Trivial Pursuit: Bet You Know It,2011
6356,Imagine: Ice Champions,2007
6357,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,2009
6358,Nicktoons: MLB,2011
6359,Left Brain Right Brain: Use Both Hands Train Both Sides,2007
6360,Power Rangers Double Pack,2005
6361,Mugen Souls,2012
6362,Yakuza Kiwami,2016
6363,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,1998
6364,"BCFX: The Black College Football Xperience, The Doug Williams Edition",2009
6365,FIFA Soccer 97,1996
6366,Psychic Force,1996
6367,Trigger Man,2004
6368,Bomberman Land Touch! 2,2007
6369,The Godfather: Blackhand Edition,2007
6370,StarBlade Î±,1995
6371,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,2008
6372,Monster House,2006
6373,Backyard Sports: Sandlot Sluggers,2010
6374,Arcade Zone,2009
6375,7th Dragon III Code: VFD,2015
6376,Culdcept,2012
6377,Halo Triple Pack,2005
6378,Street Racer,1996
6379,Bomberman,2005
6380,Arcana Heart,2007
6381,Infected,2005
6382,Battlestar Galactica,2003
6383,Kingdom Hearts: Birth by Sleep - Final Mix,2011
6384,Bust-A-Move Bash!,2007
6385,Block Party,2008
6386,Toriko: Gourmet Monsters!,2012
6387,The Incredible Hulk: The Pantheon Saga,1996
6388,Megamind: Ultimate Showdown,2010
6389,The Idolm@ster 2,2011
6390,Space Camp,2009
6391,Imagine: Music Fest,2009
6392,Senran Kagura: Sh?jo-tachi no Shinei,2011
6393,Jurassic Park: The Game,N/A
6394,He-Man: Power of Grayskull,2002
6395,WordJong,2007
6396,Putty Squad,2013
6397,Polaris SnoCross,2000
6398,Wing Commander III: Heart of the Tiger,1996
6399,Muppet RaceMania,1999
6400,Namco Museum Vol.5,1996
6401,Courier Crisis,1997
6402,Bleach: Dark Souls,2007
6403,The Oregon Trail,2011
6404,Digimon Battle Spirit 2,2003
6405,Winning Post 3,1998
6406,FIFA 06: Road to FIFA World Cup,2005
6407,Driven,2001
6408,"Warhammer 40,000: Fire Warrior",2003
6409,James Noir's Hollywood Crimes,2011
6410,Bomberman,2006
6411,MTV Music Generator 2,2001
6412,The Quest Trio,2008
6413,Space Invaders Extreme,2008
6414,Paris-Dakar Rally,2001
6415,Dragon Ball Z: Harukanaru Densetsu (JP sales),2007
6416,Atelier Iris: Eternal Mana,2004
6417,Blinx 2: Masters of Time & Space,2004
6418,Deponia,2012
6419,Harvest Moon: The Lost Valley,2014
6420,Knockout Kings 2003,2002
6421,Jewel Quest Solitaire,2009
6422,Digimon World 4,2005
6423,Disney's Story Studio: Disney's Mulan,1999
6424,Klax,1989
6425,Pressure Cooker,1982
6426,Saturn Bomberman,1996
6427,Home Run,N/A
6428,Jikkyou Powerful Pro Yakyuu Portable,2006
6429,Sonny with a Chance,2010
6430,Farm Frenzy: Animal Country,2009
6431,Kingdom Under Fire: Heroes,2005
6432,Cartoon Network Collection: Game Boy Advance Video Special Edition,2005
6433,Naruto Shippuden: Legends: Akatsuki Rising,2009
6434,Streak: Hoverboard Racing,1998
6435,Samurai Warriors: Katana,2007
6436,Project Sylpheed: Arc of Deception,2006
6437,Enthusia Professional Racing,2005
6438,Get On Da Mic,2004
6439,Heroes of Mana,2007
6440,Army Men: Sarge's War,2004
6441,Horse Life Adventures,2008
6442,Amagami,2011
6443,Jikkyou Powerful Pro Yakyuu 2009,2009
6444,Blazing Angels 2: Secret Missions of WWII,2007
6445,Bigfoot: Collision Course,2009
6446,Kidou Senkan Nadesico,1997
6447,Tears to Tiara II: Heir of the Overlord,2013
6448,The Secret Saturdays: Beasts of the 5th Sun,2009
6449,Countdown: The Game,2009
6450,Active Life Explorer,2010
6451,MLB Power Pros 2008,2008
6452,The Fairly Odd Parents: Clash with the Anti-World,2005
6453,Theatrhythm Dragon Quest,2015
6454,Naruto: Powerful Shippuden,2012
6455,Disney's The Lion King: Simba's Mighty Adventure,2000
6456,Family Party: Fitness Fun,2010
6457,Metal Slug Anthology,2006
6458,All Japan Pro Wrestling featuring Virtua,1997
6459,Rudra no Hihou,1996
6460,Gundam Breaker 2,2014
6461,Cake Mania: In The Mix!,2008
6462,Zoids: Battle Legends,2003
6463,Serious Sam,2002
6464,Kowloon's Gate,1997
6465,Killer7,2005
6466,Kingdom of Paradise,2005
6467,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,2010
6468,The Sims Medieval: Pirates and Nobles,2011
6469,Super Monkey Ball Adventure,2006
6470,Kids Learn Math: A+ Edition,2011
6471,Build-A-Bear Workshop: Welcome to Hugsville,2010
6472,Final Fantasy XI: Vana'diel Collection 2008,2007
6473,Suzumiya Haruhi no Yakusoku,2007
6474,Shadow Ops: Red Mercury,2004
6475,Indigo Prophecy,2005
6476,Mind Zero,2013
6477,World League Soccer,1991
6478,NBA ShootOut 2001,2001
6479,Ultimate Board Game Collection,2007
6480,Samurai Shodown Anthology,2008
6481,Musashi: Samurai Legend,2005
6482,Saint Seiya: Soldiers' Soul,2015
6483,Terraria,2011
6484,Castlevania: Lords of Shadow - Mirror of Fate,2013
6485,Fantasia: Music Evolved,2014
6486,PokÃ©mon: Johto Photo Finish: Game Boy Advance Video,2004
6487,F1 2001,2001
6488,The Legend of Heroes: Trails of Cold Steel II,2014
6489,Top Gun: Combat Zones,2002
6490,J-League Victory Goal,1995
6491,Oreshika: Tainted Bloodlines,2014
6492,White Knight Chronicles: Origins,2011
6493,Return to PopoloCrois: A Story of Seasons Fairytale,2015
6494,Spongebob Squarepants / Fairly Odd Parents Double Pack,2005
6495,History Civil War: Secret Missions,2008
6496,Derby Stallion 64,2001
6497,Doraemon 3: Nobi Dai no Machi SOS!,2000
6498,Space Station Silicon Valley,1997
6499,Dark Rift,1997
6500,Tokyo Xanadu,2015
6501,Burger Island,2009
6502,Petz: Dogz Talent Show,2009
6503,T'ai Fu: Wrath of the Tiger,1998
6504,Sam & Max: Season One,2008
6505,Tetris Attack,1995
6506,Candace Kane's Candy Factory,2008
6507,Pro Yaky? Spirits 6,2009
6508,Star Trek: Voyager Elite Force,2001
6509,Brain Boost: Gamma Wave,2005
6510,Scarface: The World is Yours,2007
6511,Rock Band: Metal Track Pack,2009
6512,Chessmaster II,1998
6513,Winning Post 4,1999
6514,DreamWorks Super Star Kartz,2011
6515,Pro Baseball Spirits 2015,2015
6516,187: Ride or Die,2005
6517,Strawberry Shortcake: Game Boy Advance Video Volume 1,2004
6518,Geist,2005
6519,eJay Clubworld,N/A
6520,Cardinal Syn,1998
6521,Charm Girls Club: Pajama Party,2009
6522,Street Fighter Alpha 3,2002
6523,The Wizard of Oz: Beyond The Yellow Brick Road,2008
6524,Mobile Suit Gundam Side Story III: Sabakareshi Mono,1997
6525,Ridge Racer DS,2004
6526,Warriors Orochi 3,2014
6527,Nancy Drew: The White Wolf of Icicle Creek,2008
6528,Metal Gear Solid: Peace Walker HD Edition,2011
6529,Battle Stadium D.O.N,2006
6530,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,2000
6531,Brain Boost: Beta Wave,2005
6532,Power Pro Kun Pocket 9,2006
6533,Rubik's World,2008
6534,Gallop & Ride!,2008
6535,Shenmue II,2001
6536,Fugitive Hunter: War on Terror,2003
6537,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2011
6538,Baseball Blast!,2009
6539,Harvest Moon: Hero of Leaf Valley,2009
6540,Phantasy Star Online Episode I & II,2003
6541,Kung-Fu: High Impact,2011
6542,Darkstalkers Chronicle: The Chaos Tower,2004
6543,Toy Story Racer,2001
6544,Disney's Donald Duck: Goin' Quackers,2000
6545,Mobile Suit Gundam: Perfect One Year War,1997
6546,Galerians,1999
6547,DrumMania,2000
6548,Yu-Gi-Oh! Nightmare Troubadour (US sales),2005
6549,Code:Realize - Sousei no Himegimi,2014
6550,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,2013
6551,Tamagotchi no Narikiri Channel,2009
6552,Power Pro Kun Pocket 1+2,2004
6553,Medal of Honor: Infiltrator,2003
6554,Blazing Dragons,1996
6555,Geometry Wars: Galaxies,2007
6556,Shin Megami Tensei: Devil Summoner - Soul Hackers,1999
6557,Shin Chan: Â¡Aventuras de Cine!,2008
6558,High Velocity Bowling,2010
6559,Tamagotchi Collection,2011
6560,Pac-Man Party 3D,2011
6561,"NewU Fitness First Mind Body, Yoga & Pilates Workout",2010
6562,Turbo Prop Racing,1997
6563,Barbie Superpack: Secret Agent / Groovy Games,2005
6564,Tom Clancy's Ghost Recon,2003
6565,Dance Dance Revolution (North America),2001
6566,Mad Dash Racing,2001
6567,Dreamworks 2-in-1 Party Pack,2010
6568,Summon Night 5,2013
6569,MotoGP 2: Ultimate Racing Technology,2001
6570,Black * Rock Shooter: The Game,2011
6571,Travel Games For Dummies,2008
6572,BMX XXX,2002
6573,SafeCracker: The Ultimate Puzzle Adventure,2009
6574,Tiger Woods PGA Tour,2004
6575,Dragon Ball Z: Idainaru Dragon Ball Densetsu,1995
6576,Sonic Advance & Sonic Pinball Party Combo Pack,2005
6577,Boktai: The Sun is in Your Hand,2003
6578,Making History: The Great War,2010
6579,Drawn to Life Collection,2010
6580,Guilty Gear X2 #Reload,2004
6581,Wizardry VII: Gadeia no Houshu,1995
6582,Moshi Monsters: Katsuma Unleashed,2013
6583,Elf: The Movie,2004
6584,Metal Slug 7,2008
6585,Tamagotchi no Appare! Niji Venture,2007
6586,Grabbed by the Ghoulies,2003
6587,Ys: The Oath in Felghana,2010
6588,Shadow Hearts: From The New World,2005
6589,Mega Man Powered Up,2006
6590,CSI: 3 Dimensions of Murder,2007
6591,Barbarian,2002
6592,QuickSpot,2006
6593,Deception IV: Blood Ties,2014
6594,Tennis no Oji-Sama: Aim at The Victory!,2002
6595,"Lunar 2: Eternal Blue(sales, but wrong system)",1994
6596,Where the Wild Things Are,2009
6597,Pipe Dreams 3D,2001
6598,Derby Stallion Gold,2014
6599,Adventure Time: Explore the Dungeon Because I Don't Know!,2013
6600,Lost Dimension,2014
6601,Fox Sports Golf '99,1997
6602,Power Rangers: Super Legends,2007
6603,Sakura Wars GB,2000
6604,Shining Force CD,1994
6605,Rayman 3,2003
6606,Fatal Frame,2001
6607,The Fifth Element,1998
6608,Fast Food Panic,2010
6609,Diner Dash: Flo on the Go,2009
6610,Adrenalin Misfits,2010
6611,Okaeri! Chibi-Robo! Happy Richie Oosouji,2009
6612,Wild ARMs 4,2005
6613,Haunted House,2010
6614,Casper: Spirit Dimensions,2001
6615,Super Robot Taisen OG Saga: Endless Frontier (JP sales),2008
6616,Sengoku Musou 3 Empires,2011
6617,Dream Pinball 3D,2008
6618,Thunder Truck Rally,1997
6619,Klonoa: Empire of Dreams,2001
6620,Dragon Age: Origins - Ultimate Edition,2010
6621,Balloon Pop,2009
6622,Disney Infinity 2.0: Marvel Super Heroes,2015
6623,Iron & Blood,1996
6624,Asphalt: Urban GT 2,2006
6625,Pinball Hall of Fame: The Gottlieb Collection,2006
6626,Second Sight,2004
6627,Phantom Brave,2004
6628,Just Cause,2006
6629,ArmA II,2009
6630,Championship Motocross 2001 featuring Ricky Carmichael,2001
6631,Kenka Banchou 5: Otoko no Housoku,2011
6632,Legend of the Guardians: The Owls of Ga'Hoole,2010
6633,Doshin the Giant,2002
6634,Shrek 2 and Shark Tale 2-in-1 Pack,2005
6635,Star Ocean: Blue Sphere,2001
6636,Mojo!,2003
6637,Destroy All Humans! Big Willy Unleashed,2008
6638,Age of Empires: Collector's Edition,2000
6639,Kamen Rider Ryuki,2002
6640,Front Mission Alternative,1997
6641,World Championship Poker: Howard Lederer - All In,2006
6642,Cave Story 3D,2011
6643,Super Dodgeball Brawlers,2008
6644,Victorious Boxers: Revolution,2007
6645,Record of Agarest War 2,2010
6646,SBK 2011: FIM Superbike World Championship,2011
6647,Power Stone,1998
6648,Jonny Moseley Mad Trix,2001
6649,Uta no * Prince-Sama: Repeat,2011
6650,Senran Kagura Burst: Guren no Sh?jo-tachi,2012
6651,MTV Music Generator 3: This Is the Remix,2004
6652,Cake Mania 3,2009
6653,.hack//Link,2010
6654,Class of Heroes,2008
6655,Yogi Bear: The Video Game,2010
6656,Our House Party!,N/A
6657,The Legend of Heroes II: Prophecy of the Moonlight Witch,2004
6658,Cranium Kabookii,2007
6659,Hero's Saga Laevatein Tactics,2008
6660,Doom,2001
6661,TRINITY: Souls of Zill O'll,2010
6662,Mary-Kate and Ashley: Winners Circle,2001
6663,PaRappa The Rapper 2,2001
6664,Hexyz Force,2009
6665,OutRun 2,2004
6666,Okami,2012
6667,Marvel vs. Capcom 2: New Age of Heroes,2000
6668,Soukaigi,1998
6669,Naruto Shippuden: Ninja Destiny 3,2006
6670,Xevious 3D/G+,1997
6671,Pipe Mania,2008
6672,Gretzky NHL 06,2005
6673,Shonen Jump's Shaman King: Master of Spirits,2004
6674,PANGYA: Fantasy Golf,2009
6675,Sumikko Gurashi: Omise Hajimerundesu,2015
6676,Pirates: The Legend of Black Kat,2002
6677,Fur Fighters: Viggo's Revenge,2001
6678,Krull,1982
6679,Yu-Gi-Oh! Monster Capture GB,2000
6680,The Da Vinci Code,2006
6681,Mr. Driller: Drill Spirits,2004
6682,Arctic Tale,2007
6683,Scooby-Doo! Night of 100 Frights,2003
6684,Anno 1701: Dawn of Discovery,2007
6685,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1998
6686,Naruto RPG 2: Chidori vs Rasengan,2005
6687,Destruction Derby Raw,2000
6688,Project V6,1998
6689,Farming Simulator 2012,2012
6690,NFL Head Coach 09,2008
6691,World Tour Soccer 2003,2002
6692,Akiba's Trip,2011
6693,Bravo Air Race,1997
6694,Onimusha Essentials,2008
6695,Gundam: The Battle Master,1997
6696,Â¡Shin Chan Flipa en colores!,2007
6697,Eternal Poison,2008
6698,Lord of the Rings: Tactics,2005
6699,X-Blades,2009
6700,Gungrave: Overdose,2004
6701,Kidou Senshi Gundam: Shin Gihren no Yabou,2011
6702,Your Shape: Fitness Evolved 2013,2012
6703,My Fitness Coach: Club,2011
6704,NBA ShootOut 2002,2001
6705,SingStar Vol. 3,2008
6706,The Granstream Saga,1997
6707,Scene It? Bright Lights! Big Screen!,2009
6708,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2007
6709,WCW Backstage Assault,N/A
6710,Micro Machines 64 Turbo,1999
6711,Bassmasters 2000,1999
6712,Bio FREAKS,1998
6713,Eternal Eyes,1999
6714,Fate/Unlimited Codes,2008
6715,Atari's Greatest Hits: Volume 1,2010
6716,The Operative: No One Lives Forever,2002
6717,Epidemic,1995
6718,Buck Fever,2009
6719,NCAA Basketball Final Four 97,1997
6720,Ecco the Dolphin: Defender of the Future,2002
6721,The Bombing Islands,1997
6722,Earth Defense Force 2: Invaders from Planet Space,2011
6723,Gyakuten Saiban 2,2002
6724,Micro Machines,2002
6725,Detective Barbie: The Mystery Cruise,1999
6726,Jim Henson's the Muppets: On With the Show!,2003
6727,Desire,1997
6728,Valhalla Knights: Eldar Saga,2009
6729,Lips: I Love The 80s,2010
6730,Monster Hunter Diary: Poka Poka Airou Village DX,2015
6731,Frank Thomas Big Hurt Baseball,1996
6732,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005
6733,Power Pro Kun Pocket 8,2005
6734,Sid Meier's Pirates!,2005
6735,Enclave,2002
6736,Bottom of the 9th,1996
6737,Pro Yaky? Spirits 2014,2014
6738,Dino Crisis 3,2003
6739,Syberia,2008
6740,Zoobles! Spring to Life!,2011
6741,The King of Fighters '94 (CD),1993
6742,Master Jin Jin's IQ Challenge,2006
6743,Barbie Explorer,2001
6744,Power Gig: Rise of the SixString,2010
6745,Agile Warrior F-111X,1995
6746,NCIS,2011
6747,Jikkyou Powerful Pro Yakyuu Wii,2007
6748,Reality Fighters,2012
6749,Dynasty Warriors 7: Empires,2012
6750,Cabela's African Safari,2006
6751,Ben 10 Galactic Racing,2011
6752,Super Puzzle Fighter II Turbo,1996
6753,Ninjatown,2008
6754,Star Wars: Jedi Power Battles,2002
6755,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,2002
6756,Hard Rock Casino,2007
6757,Space Venus starring Morning Musume,2001
6758,To Heart,1999
6759,Wild ARMs XF,2007
6760,Doukyuusei,1995
6761,RockMan & Forte,1998
6762,Persona 4: Arena Ultimax,2014
6763,Science Papa,2009
6764,Yu-Gi-Oh! Nightmare Troubadour (JP sales),2005
6765,MySims Collection,2010
6766,Cities: Skylines,2015
6767,Ape Escape Academy (jp sales),2004
6768,FIFA 06 Soccer,2005
6769,Rayman Arena,2002
6770,PaRappa The Rapper,2006
6771,4x4 EVO 2,2002
6772,Pro Yakyuu Netsu Star 2006,2006
6773,The History Channel: Civil War - A Nation Divided,2006
6774,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,2010
6775,Cyber Sled,1995
6776,Puyo Puyo!! 20th Anniversary,2011
6777,Famista Returns,2015
6778,Bust-A-Move Deluxe,2006
6779,I Spy: Universe,2010
6780,Shining Soul,2002
6781,Littlest Pet Shop: Spring,2009
6782,The Amazing Race,2010
6783,Alvin and the Chipmunks,2007
6784,Need for Speed Underground 2,2005
6785,Let's Cheer,2011
6786,In the Hunt,1995
6787,Daytona USA Championship Circuit Edition,1995
6788,BlazBlue: Chrono Phantasma Extend,2015
6789,Alone in the Dark: Inferno,2008
6790,Rogue Warrior,2009
6791,Fear Factor: Unleashed,2004
6792,Vampire Moon: The Mystery of the Hidden Sun,2010
6793,Paws & Claws: Pet Vet 2,2007
6794,BIT.TRIP SAGA,2011
6795,Touch My Katamari,2011
6796,MotoGP '06,2006
6797,Houshinengi,1998
6798,7th Dragon,2009
6799,Pet Pals: Animal Doctor,2008
6800,LEGO Island Xtreme Stunts,2002
6801,Cruise Ship Vacation Games,2009
6802,Yu-Gi-Oh! GX: Tag Force,2006
6803,Gourmet Chef: Cook Your Way to Fame,2008
6804,Learn Math,2009
6805,Nitrobike,2008
6806,Magnetica,2006
6807,World Soccer Winning Eleven 9 Bonus Pack,2006
6808,UEFA Euro 2004: Portugal,2004
6809,Hot Wheels: World Race,2003
6810,Shining Resonance,2014
6811,World Tour Soccer 2002,2001
6812,Interactive Sampler Disc 6,1997
6813,Let's Play Ballerina,2010
6814,Wild Earth: African Safari,2008
6815,Apex,2003
6816,Kamen Rider Battle: Ganbaride,2010
6817,Tomb Raider: The Prophecy,2002
6818,Vampire Night,2001
6819,Kororinpa: Marble Mania,2006
6820,Guilty Gear,1998
6821,Game Party: Champions,2012
6822,Divinity II: The Dragon Knight Saga,2010
6823,Mary-Kate and Ashley: Crush Course,2001
6824,NHL Breakaway 98,1996
6825,Disney's Cinderella: Magical Dreams,N/A
6826,Top Shot Arcade,2011
6827,Imagine: Fashion Stylist,2010
6828,Red Orchestra 2: Heroes of Stalingrad,2011
6829,Deepak Chopra's Leela,2011
